asin;type;name;openbid;price;auction_duration;unixEndDate;endDate;bidders;bids
3894;Mobile;Apple iPhone 11 Pro Max 512GB Night Green Fully Functional;308.0;580.8;5 days;1619980588.0;3 May 2021 at 2:36:28am PDT;21.0;109.0
1219;Mobile;Apple iPhone 12 Mini - 256GB-Black (without Simlock) Like New OVP;0.88;719.3560000000001;7 days;1621736619.0;23 May 2021 at 10:23:39am PDT;16.0;50.0
1717;Game;Lot Of 29 PlayStation 4 ps4 games brand new sealed;1.0;485.0;5 days;1620072301.0;4 May 2021 at 4:05:01pm PDT;22.0;92.0
3840;Mobile;Samsung Galaxy S21 Ultra 5G - 512GB - Phantom Silver (Unlocked) - SEALED;0.7425;735.0;3 days;1620446698.0;8 May 2021 at 12:04:58pm PDT;16.0;36.0
90;Mobile;Iphone 8 64gb Rose Gold - Unlocked;0.7425;90.0;1 day;1621045945.0;15 May 2021 at 10:32:25am PDT;17.0;42.0
363;Mobile;Apple iPhone 8 64GB White Verizon Wireless Smartphone/Phone A1863 MQ732LL/A;49.99;162.5;7 days;1621188006.0;17 May 2021 at 2:00:06pm PDT;19.0;46.0
4036;Mobile;Apple iPhone 11 Pro Max - 64GB-Gold (without Simlock) A2218 (CDMA + GSM);0.88;888.8;7 days;1620927146.0;14 May 2021 at 1:32:26am PDT;21.0;70.0
2073;Game;Fairchild Channel F System II With 18 Games Powers On See Pictures;0.77;355.0;10 days;1620425020.0;8 May 2021 at 6:03:40pm PDT;18.0;68.0
1402;Mobile;Apple iPhone 12 64GB White A2403 (Unlocked);95.2;1287.9999999999998;7 days;1620071834.0;4 May 2021 at 3:57:14am PDT;17.0;49.0
2209;Mobile;Samsung Galaxy Z Fold2 5G - 256GB - Pink(Unlocked)Great Condition :E203;352.0;1075.0;7 days;1619306288.0;25 Apr 2021 at 7:18:08am PDT;20.0;48.0
2371;Mobile;Apple iPhone 8 - 256GB - Silver (Unlocked) A1863 (CDMA + GSM);0.99;127.5;7 days;1620522473.0;9 May 2021 at 9:07:53pm PDT;26.0;49.0
2705;Mobile;Apple iPhone X mqac 2ZD/A 64 GB Silver Space Grey;0.88;234.96;10 days;1620362330.0;7 May 2021 at 12:38:50pm PDT;32.0;94.0
1706;Mobile;Apple iPhone X - 256GB - Space Grey (Unlocked) A1901 (GSM);0.7425;225.75;7 days;1619991236.0;3 May 2021 at 5:33:56pm PDT;16.0;33.0
2637;Mobile;Samsung Galaxy S10+ SM-G975U - 128GB - Prism Black (Unlocked) (Single SIM);0.99;108.5;7 days;1619666533.0;29 Apr 2021 at 11:22:13am PDT;18.0;46.0
1508;Mobile;Samsung Galaxy Note 9 SM-N960 - 128GB-Black (without Simlock);0.88;194.48;5 days;1619321355.0;25 Apr 2021 at 11:29:15am PDT;17.0;33.0
2699;Mobile;Samsung Galaxy S10+ SM-G975U - 128GB - Prism Black (AT&T) (Single SIM);100.0;330.0;7 days;1619982779.0;3 May 2021 at 3:12:59pm PDT;19.0;50.0
3473;Mobile;Boxed Samsung Galaxy S21 Ultra 5G SM-G998B/DS-128GB - Phantom Black without Siml;308.88;704.0;7 days;1621731706.0;23 May 2021 at 9:01:46am PDT;18.0;24.0
1601;Mobile;Faulty smartphone Joblot Bundle Various Faults 30 Phones ;0.7425;266.7525;7 days;1620845018.0;13 May 2021 at 2:43:38am PDT;18.0;45.0
4125;Mobile;Huawei Honor View 20 - 256GB - Phantom Blue (Unlocked) Smartphone UK Seller!;0.7425;37.5;3 days;1620493779.0;9 May 2021 at 1:09:39am PDT;16.0;27.0
150;Game;Metal Gear Solid V: The Phantom Pain -- Collector's Edition Sony PlayStation 4;0.99;82.0;7 days;1619900350.0;2 May 2021 at 4:19:10pm PDT;16.0;59.0
1583;Mobile;Apple iPhone 12 Pro Max - 512GB - Gold (Unlocked);0.99;1575.0;3 days;1620251486.0;6 May 2021 at 5:51:26pm PDT;23.0;72.0
2456;Mobile;Xiaomi MI 11 - 256GB-Midnight Gray (without Simlock) (Dual Sim);162.8;534.248;7 days;1621127195.0;16 May 2021 at 9:06:35am PDT;18.0;35.0
3362;Game;VGA 85 NM+! FACTORY SEALED POKEMON RED GAMEBOY GAME PAL-UK CHARIZARD HOLY GRAIL!;0.7425;4875.0;10 days;1619499191.0;27 Apr 2021 at 12:53:11pm PDT;20.0;37.0
2888;Mobile;Samsung Galaxy S8 - 64GB - Black (Unlocked) (Read Description) BH1135;1.0;56.9;1 day;1620862015.0;13 May 2021 at 7:26:55pm PDT;21.0;44.0
885;Mobile;Apple iPhone XS - 64GB-Space Grey (without Simlock) A2097;103.84;265.76;7 days;1621882228.0;25 May 2021 at 2:50:28am PDT;16.0;43.0
1738;Mobile;Apple iPhone 12 Pro Max Silver 256gb Unlocked Factory Sealed Factory Warranty;9.95;1452.0;7 days;1620510456.0;9 May 2021 at 5:47:36pm PDT;27.0;86.0
1857;Mobile;Huawei P30 Pro VOG-L29 - 256GB-Black (without Simlock) (8GB Ram spots);139.92;396.88;10 days;1619998142.0;3 May 2021 at 7:29:02am PDT;19.0;45.0
4007;Mobile;iPhone 12 - 128GB - Black (Unlocked) - Boxed - Warranty;0.75;438.75;7 days;1620515151.0;9 May 2021 at 7:05:51am PDT;16.0;39.0
1930;Mobile;Apple iPhone 7 - 128GB-JETTBLACK (without Simlock) A1778 (GSM);0.88;106.48;7 days;1620867478.0;13 May 2021 at 8:57:58am PDT;18.0;35.0
1226;Mobile;Apple iPhone X - 256GB - Space Grey (Unlocked ) Immaculate;0.7425;225.0;1 day;1621307711.0;18 May 2021 at 11:15:11am PDT;23.0;56.0
3310;Mobile;Apple iPhone 7 - 32GB - Black (Unlocked) A1778 (GSM);0.75;29.25;10 days;1621134273.0;16 May 2021 at 11:04:33am PDT;17.0;32.0
2758;Mobile;Samsung Galaxy S21 Phantom Gray Unlocked.;25.0;650.0;7 days;1620408657.0;8 May 2021 at 1:30:57pm PDT;31.0;114.0
2724;Mobile;Samsung Galaxy Note 9 - 128GB - Blue (Unlocked) (Read Description) BH1132;1.0;219.5;1 day;1619640241.0;29 Apr 2021 at 4:04:01pm PDT;17.0;50.0
857;Mobile;Samsung Galaxy S10e;0.88;168.96880000000002;3 days;1621137639.0;16 May 2021 at 12:00:39pm PDT;21.0;51.0
2465;Mobile;Apple iPhone X - 64GB-Space Grey (without Simlock) A1901 (GSM);0.88;247.28;10 days;1621533607.0;21 May 2021 at 2:00:07am PDT;22.0;55.0
2722;Mobile;Apple iPhone 8+ - 64GB - Silver (Unlocked) (Read Description) BI1080;1.0;200.0;1 day;1619632887.0;29 Apr 2021 at 2:01:27pm PDT;17.0;63.0
2339;Mobile;Apple iPhone 8 Plus - 256GB - Gold (Unlocked) A1864 (CDMA + GSM);0.99;188.0;7 days;1620234117.0;6 May 2021 at 1:01:57pm PDT;19.0;33.0
2690;Mobile;Apple iPhone XS Max - 64GB -SPACE GREY  (Unlocked).;0.7425;232.5;7 days;1620013022.0;3 May 2021 at 11:37:02am PDT;20.0;38.0
3261;Mobile;samsung galaxy s21 ultra;200.0;796.0;3 days;1619231388.0;24 Apr 2021 at 10:29:48am PDT;19.0;43.0
3493;Mobile;Apple iPhone 12 Pro Max - 128GB-Graphite (without Simlock);528.0;885.28;1 day;1621824066.0;24 May 2021 at 10:41:06am PDT;19.0;29.0
3962;Mobile;Apple iPhone 12 Pro Max - 128GB - Pacific Blue (Unlocked);980.0;2835.0;3 days;1621380838.0;19 May 2021 at 7:33:58pm PDT;21.0;37.0
2792;Mobile;Google Pixel 4a - 128GB - Black (Unlocked);36.75;168.75;10 days;1620965107.0;14 May 2021 at 12:05:07pm PDT;16.0;26.0
1610;Mobile;Apple iPhone 12 - 64GB - Blue (Unlocked/world);225.0;680.0;3 days;1620603256.0;10 May 2021 at 7:34:16pm PDT;31.0;50.0
497;Mobile;Apple iPhone 8 - 64GB - Gold (EE) Cracked Screen  And Home Button Not Working.;7.4925;55.5;7 days;1620508587.0;9 May 2021 at 5:16:27am PDT;16.0;25.0
3393;Mobile;Huawei P40 Pro 5G in Black Colour;0.88;282.48;5 days;1619927144.0;2 May 2021 at 11:45:44am PDT;17.0;42.0
1715;Mobile;Apple iPhone X - 64GB - Space Gray (Verizon) A1865 CDMA + GSM Unlocked MQCK2LL/A;0.99;206.5;3 days;1619825408.0;1 May 2021 at 7:30:08pm PDT;16.0;48.0
1499;Mobile;Apple iPhone SE 2 Gen 2020 64GB BLACK WITHOUT SIMLOCK VGC;0.88;278.96;10 days;1619666531.0;29 Apr 2021 at 11:22:11am PDT;19.0;36.0
427;Mobile;Apple iPhone 11 Pro Max - 512GB - Silver (T-Mobile) A2161 (CDMA + GSM);274.41;910.0;7 days;1619216934.0;24 Apr 2021 at 6:28:54pm PDT;23.0;47.0
3399;Mobile;Apple iPhone 11 - 256GB-White (without Simlock) A2221 (CDMA + GSM) - TOP LIKE NE;0.88;471.68;10 days;1620445578.0;8 May 2021 at 11:46:18am PDT;24.0;66.0
475;Mobile;Unlocked Samsung Galaxy S7 Edge SM-G935 32GB Phone Blue (Read Description);0.99;96.0;7 days;1620063836.0;4 May 2021 at 1:43:56pm PDT;16.0;64.0
3438;Mobile;Apple iPhone 8 Plus 256gb Space Gray A1864 (Unlocked) Verizon With Box;0.99;232.5;1 day;1620528565.0;9 May 2021 at 10:49:25am PDT;19.0;87.0
62;Mobile;iphone se;17.0;46.99;7 days;1620760644.0;12 May 2021 at 3:17:24am PDT;16.0;27.0
1434;Mobile;Samsung Galaxy Note 9 SM-N960 - 128GB-Black (without Simlock) Quad HD + SAMOLED.;55.44;220.0;7 days;1620519365.0;9 May 2021 at 8:16:05am PDT;16.0;27.0
3481;Mobile;Apple iPhone 11 Pro Max - 256GB-Gold (without Simlock) A2218 (CDMA + GSM);0.88;514.8;7 days;1621913479.0;25 May 2021 at 11:31:19am PDT;25.0;54.0
1376;Mobile;Apple iPhone 11 Pro - 64GB-Night Green (without Simlock) A2215 (CDMA + GSM);0.88;374.88;7 days;1619230757.0;24 Apr 2021 at 10:19:17am PDT;16.0;125.0
3970;Mobile;Apple iPhone 8 - 64GB - Gold (Unlocked) A1897 (GSM);0.7425;92.25;7 days;1621997717.0;26 May 2021 at 10:55:17am PDT;19.0;32.0
1810;Game;Sega Genesis Lot (28) Games Used Very Good Condition+ Sega Genesis Console Origi;0.99;430.99;7 days;1621885236.0;25 May 2021 at 3:40:36pm PDT;18.0;67.0
1988;Mobile;Apple iPhone X - 256GB (OVP without Simlock) + Original Charger + Protection Gla;0.88;297.04400000000004;7 days;1621810638.0;24 May 2021 at 6:57:18am PDT;18.0;33.0
2401;Mobile;Apple iPhone 6S - 32GB - Gray (Consumer Cellular) (Read Description) BJ1029;1.0;71.02;1 day;1620153410.0;5 May 2021 at 2:36:50pm PDT;18.0;39.0
3629;Mobile;Apple iPhone 11 - 64GB - Yellow (Unlocked) A2111 (CDMA + GSM) (CA);254.72;683.52;7 days;1621715449.0;23 May 2021 at 4:30:49pm PDT;21.0;43.0
4068;Mobile;Samsung Galaxy S21 5G SM-G991B - 128GB -Phantom Grey (Brand New Sealed) Unlocked;1.386;1217.9999999999998;3 days;1621729517.0;23 May 2021 at 8:25:17pm PDT;21.0;65.0
3008;Mobile;Huawei p30 Pro breathing Crystal Top Condition;0.88;206.8;7 days;1619925021.0;2 May 2021 at 11:10:21am PDT;23.0;44.0
245;Mobile;Apple iPhone XS Max - 64GB - Silver (Unlocked) A1921 (CDMA + GSM);100.0;392.0;7 days;1621911753.0;25 May 2021 at 11:02:33pm PDT;20.0;46.0
3297;Mobile;Nintendo Switch Games Console V2 Improved Battery with Blue / Red Neon Joy-Cons;0.7425;165.0;7 days;1620493750.0;9 May 2021 at 1:09:10pm PDT;19.0;48.0
60;Mobile;Apple iPhone 8 - 64GB - Gold (Unlocked) (GSM);0.7425;91.5;5 days;1620529414.0;9 May 2021 at 11:03:34am PDT;18.0;44.0
2703;Game;NES Nintendo Games Wholesale Lot of 46 Cartridges AS-IS Untested Huge Lot!;0.99;222.5;3 days;1619899236.0;2 May 2021 at 4:00:36pm PDT;20.0;33.0
3254;Game;Xbox 360 Slim 250GB Game Bundle Lot 2 Controller 16 Games Kinect Sensor;0.99;128.5;7 days;1619381775.0;26 Apr 2021 at 4:16:15pm PDT;16.0;42.0
442;Mobile;IPhone 7 32gb Silver Refurbished Original Apple with 6 months warranty;0.88;107.36;7 days;1619496994.0;27 Apr 2021 at 12:16:34pm PDT;16.0;73.0
3288;Game;Sony PlayStation 4 PS4 Slim 500GB Black Console CUH-2202A + Controller + 6 Games;1.386;378.0;10 days;1620844202.0;13 May 2021 at 2:30:02am PDT;23.0;85.0
3654;Mobile;Samsung Galaxy A70 - 128GB - Black (Unlocked) (Dual SIM);0.7425;105.0;7 days;1619326591.0;25 Apr 2021 at 12:56:31pm PDT;23.0;49.0
381;Mobile;LOT of 2 - Samsung Galaxy Note 3 - 32GB - Black - GSM unlocked ;0.99;96.0;3 days;1621038393.0;15 May 2021 at 8:26:33pm PDT;16.0;57.0
292;Mobile;Huawei p40 Pro 256 GB black unused media market invoice February 2021;0.88;422.4;7 days;1619732238.0;30 Apr 2021 at 5:37:18am PDT;17.0;46.0
4103;Mobile;LOT OF SIX! Samsung Galaxy J3 - SM-J337AZ - 16GB - Black (Unlocked) Smartphones;0.99;207.5;5 days;1620072051.0;4 May 2021 at 4:00:51pm PDT;29.0;87.0
2079;Mobile;Apple iPhone 11 Pro - 256GB - Space Grey - IC Locked;138.6;568.386;5 days;1620153010.0;5 May 2021 at 2:30:10am PDT;18.0;33.0
3283;Mobile;Apple iPhone SE (2020) Black 64GB Without Simlock Top Condition (Original packag;0.88;286.88;7 days;1620163794.0;5 May 2021 at 5:29:54am PDT;20.0;39.0
3111;Mobile;Apple iPhone 8 Plus - 64GB - Gold (Unlocked) A1897 (GSM);0.7425;170.25;1 day;1621028567.0;15 May 2021 at 5:42:47am PDT;20.0;53.0
2372;Mobile;Apple iPhone 6s - 64GB - silver (Unlocked);0.7425;42.0075;7 days;1620587813.0;10 May 2021 at 3:16:53am PDT;16.0;33.0
4018;Mobile;Apple iPhone XS Max - 64GB - Space Gray (Unlocked) A1921 (CDMA + GSM);1.0;249.5;3 days;1620175705.0;5 May 2021 at 8:48:25am PDT;18.0;78.0
899;Mobile;Apple iPhone 12 Pro Max - 512GB - Graphite (Unlocked);18.75;765.0;7 days;1619232411.0;24 Apr 2021 at 10:46:51am PDT;23.0;53.0
525;Mobile;IPhone 8 Plus 64gb Red Refurbished Apple with 6 months warranty;0.88;204.644;7 days;1620925877.0;14 May 2021 at 1:11:17pm PDT;26.0;113.0
1959;Mobile;Apple iPhone 11 Pro Max - 64GB - Midnight��Green (Unlocked) A2161 (CDMA + GSM);399.0;710.0;7 days;1621209062.0;17 May 2021 at 7:51:02pm PDT;17.0;32.0
2766;Mobile;Google Pixel 4a 128GB - Just Black (Unlocked) (Single SIM);0.7425;188.25;7 days;1620493354.0;9 May 2021 at 1:02:34pm PDT;16.0;58.0
1471;Game;PaRappa the Rapper (Sony PlayStation 1 1997) Complete;0.99;127.5;7 days;1621715832.0;23 May 2021 at 4:37:12pm PDT;17.0;41.0
489;Mobile;Apple iPhone 11 - 256GB-Black (without Simlock) OVP + INVOICE;0.88;461.88559999999995;7 days;1620355641.0;7 May 2021 at 10:47:21am PDT;17.0;43.0
3564;Mobile;Samsung Galaxy Note20 Ultra 5G SM-N986U - 128GB - Mystic Bronze (Unlocked);0.99;780.0;5 days;1620261764.0;6 May 2021 at 8:42:44pm PDT;20.0;62.0
1494;Mobile;Iphone 11 pro max black 64go-hs;0.88;347.6;5 days;1619116750.0;23 Apr 2021 at 2:39:10pm PDT;34.0;130.0
3240;Mobile;Apple iPhone XS - 64GB - Space Grey (Unlocked) A2097 (GSM);0.7425;330.0;7 days;1621994801.0;26 May 2021 at 10:06:41am PDT;20.0;56.0
2870;Mobile;Samsung Galaxy S21 Ultra 5G SM-G998B - 256GB - Phantom Black (Unlocked);1.386;2101.4;3 days;1621052317.0;15 May 2021 at 12:18:37am PDT;18.0;68.0
1190;Mobile;Apple iPhone X - 64GB - SpaceGrey - (Unlocked) WORKING PERFECTLY;0.7425;179.3625;3 days;1620876913.0;13 May 2021 at 11:35:13am PDT;17.0;43.0
4096;Mobile;Samsung Galaxy Note20 Ultra 5G SM-N986B/DS - 256GB - Mystic Bronze (Unlocked);7.5;465.0;5 days;1620014079.0;3 May 2021 at 11:54:39am PDT;25.0;70.0
2710;Mobile;Apple iPhone XS Max - 256GB - Space Gray (Unlocked) A1921 (CDMA + GSM);0.99;475.0;5 days;1619907063.0;2 May 2021 at 6:11:03pm PDT;23.0;54.0
2874;Mobile;Apple iPhone 7 Plus - 256GB - Black (T-Mobile) A1784 (GSM);0.99;102.5;5 days;1621215657.0;17 May 2021 at 9:40:57am PDT;19.0;50.0
2429;Mobile;Apple iPhone XR - 128GB - Black (Unlocked) (Read Description) BI1137;1.0;295.0;1 day;1620336173.0;7 May 2021 at 5:22:53pm PDT;16.0;47.0
2001;Mobile;Samsung Galaxy A51 5G SM-A516U 128GB AT&T GSM Unlocked Smartphone Black X408;0.01;135.0;3 days;1621705876.0;23 May 2021 at 1:51:16pm PDT;16.0;46.0
560;Mobile;OPPO Find X2 Pro CPH2025 - 512GB - Ceramic Black (Unlocked) (Single SIM);0.7425;345.0;7 days;1621705161.0;23 May 2021 at 1:39:21pm PDT;21.0;51.0
3134;Mobile;Apple iPhone XS Max 256 GB Space Grey (Unlocked) A2101 (GSM) (AU Stock);70.0;812.0;7 days;1621815057.0;24 May 2021 at 8:10:57pm PDT;16.0;50.0
1464;Mobile;iPhone X - 256 GB - Black (Unlocked) GREAT CONDITION;0.7425;187.5;7 days;1621644369.0;22 May 2021 at 8:46:09am PDT;24.0;56.0
1970;Mobile;Apple iPhone 6 Plus - 64GB - Space Gray (Unlocked) A1522 (GSM);1.0;102.5;7 days;1621728901.0;23 May 2021 at 8:15:01pm PDT;19.0;45.0
221;Game;The Legend of Zelda A Link to the Past SNES Super Nintendo box instruction only;0.99;266.0;7 days;1621202742.0;17 May 2021 at 6:05:42pm PDT;21.0;38.0
1230;Mobile;Apple iPhone 12 Pro Max - 512GB - Pacific Blue (AT&T);500.0;1176.0;5 days;1621817420.0;24 May 2021 at 8:50:20pm PDT;21.0;36.0
1397;Game;Nintendo Game Boy Advance lot. Pokemon fire red/ emerald crash and more.;1.0;167.5;7 days;1619910001.0;2 May 2021 at 7:00:01pm PDT;18.0;60.0
536;Mobile;Apple iPhone XS Max - 256 GB - Silver (Unlocked) A2101 (GSM) (AU Stock);0.7;784.0;5 days;1621042728.0;15 May 2021 at 9:38:48am PDT;16.0;52.0
3227;Game;Nintendo 3DS XL 4GB Black with Charger/Stylus/Game Tested and Works! Read Info;45.0;251.0;7 days;1621644329.0;22 May 2021 at 8:45:29am PDT;16.0;76.0
1203;Mobile;Apple iPhone 12 Pro Max - 128GB - Gold (Unlocked);140.0;2205.0;5 days;1621225846.0;17 May 2021 at 12:30:46am PDT;16.0;75.0
2964;Mobile;Apple iPhone 8 Plus | 64GB | Space Grey | UNLOCKED | A1897 Ref 2;0.7425;150.0;3 days;1621829888.0;24 May 2021 at 12:18:08pm PDT;16.0;44.0
3336;Mobile;Samsung Galaxy S7 SM-G930F - 32GB-Smartphone-Black;0.88;50.16;7 days;1621549429.0;21 May 2021 at 6:23:49am PDT;18.0;41.0
2150;Mobile;Apple iPhone 11 - 64GB - Green (Unlocked) A2221 (CDMA + GSM);490.0;917.0;7 days;1621360000.0;19 May 2021 at 1:46:40am PDT;20.0;38.0
214;Mobile;Apple iPhone 8 256GB Gold A1905 (Unlocked) - GSM World Phone ;0.99;242.5;1 day;1620613573.0;10 May 2021 at 10:26:13am PDT;17.0;64.0
3203;Mobile;Apple iPhone 8 Plus - 64GB - Space Gray (Unlocked) A1897 (GSM);0.99;256.0;1 day;1620249306.0;6 May 2021 at 5:15:06pm PDT;21.0;56.0
3025;Mobile;Apple iPhone 12 Pro Max - 128gb-Silver (Unlocked);175.12;690.8;7 days;1619802595.0;1 May 2021 at 1:09:55am PDT;20.0;93.0
3829;Mobile;Samsung Galaxy S9 SM-G960F - 64GB - Coral Blue (EE) (Single SIM);0.7425;81.75;7 days;1620531257.0;9 May 2021 at 11:34:17am PDT;17.0;30.0
3120;Mobile;Lot of 10 Apple iPhone 6S Plus 32GB Space Gray - READ;192.0;908.8;5 days;1621561766.0;21 May 2021 at 9:49:26am PDT;20.0;38.0
810;Mobile;Apple iPhone 11 - 64GB - Black (T-Mobile) A2111 (CDMA + GSM) New / Never Used;9.99;510.0;5 days;1620240508.0;6 May 2021 at 2:48:28pm PDT;20.0;58.0
1721;Mobile;Samsung Galaxy S21 Ultra 5G SM-G998B/DS - 256GB-Phantom Black (without Simlock);0.88;849.2;7 days;1620258701.0;6 May 2021 at 7:51:41am PDT;19.0;43.0
1199;Mobile;Xiaomi Redmi 9 Dual SIM Smartphone Ocean Green 64GB and 4GB Ram spots;0.88;63.36;5 days;1621134904.0;16 May 2021 at 11:15:04am PDT;20.0;45.0
4174;Mobile;BRAND NEW Apple iPhone 12 Blue 64GB Unlocked Sealed Box Auction - No Reserve!;0.7425;480.75;1 day;1621099750.0;16 May 2021 at 1:29:10pm PDT;17.0;52.0
1831;Mobile;iPhone 8 - 64GB - Gold (Unlocked) Immaculate Condition No Scratches Or Marks;15.0;116.25;7 days;1619321425.0;25 Apr 2021 at 11:30:25am PDT;23.0;48.0
1515;Game;Pokemon white version 2 ds;0.88;60.72;7 days;1619671936.0;29 Apr 2021 at 12:52:16am PDT;16.0;65.0
1322;Mobile;Samsung Galaxy Note10+ Plus - 256GB - Aura Black Unlocked)(Dual SIM);0.7425;262.5;7 days;1621186385.0;17 May 2021 at 1:33:05pm PDT;17.0;37.0
1183;Mobile;Apple iPhone X - 256GB-Space Grey (without Simlock) A1901 (GSM) Smartphone;8.8;252.56;7 days;1621122650.0;16 May 2021 at 7:50:50am PDT;16.0;48.0
1135;Game;Sega Genesis Game Lot (13 GAMES);7.0;96.92;7 days;1620507601.0;9 May 2021 at 5:00:01pm PDT;16.0;28.0
1031;Mobile;Apple iPhone X - 64GB - Space Gray (Unlocked) A1901 (GSM) - Very Good;99.95;296.5;7 days;1621211273.0;17 May 2021 at 8:27:53am PDT;26.0;39.0
2603;Mobile;Apple iPhone 6 - 64GB - Silver (Unlocked) A1586 (CDMA + GSM);0.99;72.0;7 days;1619402438.0;26 Apr 2021 at 10:00:38am PDT;16.0;25.0
3581;Crafts;4823 - Cricut Maker Die Cutting Machine - Champagne ;0.99;275.96;7 days;1620700948.0;11 May 2021 at 10:42:28am PDT;22.0;100.0
3795;Mobile;Apple iPhone 7 - 32GB - Black (Unlocked) A1778 (GSM) Smartphone;0.7425;61.5;7 days;1619224763.0;24 Apr 2021 at 8:39:23am PDT;17.0;33.0
1654;Game;28 Game Nintendo NES Lot Zelda Dragon Warrior Mega Man 3 Gyruss & Many More;0.99;248.02;7 days;1621903865.0;25 May 2021 at 8:51:05am PDT;18.0;63.0
1039;Mobile;Apple iPhone 8 Plus - 64GB - Gold (Verizon/UNLOCKED) A1864 (CDMA + GSM);0.99;265.0;5 days;1621116033.0;16 May 2021 at 6:00:33pm PDT;22.0;71.0
3984;Mobile;Apple iPhone XS Max - 256GB - Unlocked - Space Grey;0.7425;330.0;3 days;1619284671.0;25 Apr 2021 at 1:17:51pm PDT;23.0;42.0
660;Mobile;Huawei P40 Pro 256GB (ELS-NX9) DualSim 5G Black Mint Condition;0.88;348.48;1 day;1619928488.0;2 May 2021 at 12:08:08pm PDT;18.0;28.0
502;Mobile;Samsung Galaxy S10 Plus SM-G975F/DS128 GB - Prism White 3 network (Unlocked) ;37.5;183.75;5 days;1620446455.0;8 May 2021 at 12:00:55pm PDT;21.0;43.0
1051;Mobile;Apple iPhone 11 - 128GB-Yellow (without Simlock) A2221 (CDMA + GSM) faulty;88.0;308.0;1 day;1621050133.0;15 May 2021 at 11:42:13am PDT;16.0;24.0
1978;Mobile;Offer Mobile Phone Samsung A6 Excellent Condition;0.88;53.68;7 days;1621655684.0;22 May 2021 at 11:54:44am PDT;18.0;37.0
1210;Mobile;Samsung Galaxy S21 5G SM-G991B/DS - 128GB-Phantom gray (without Simlock);0.88;508.64;3 days;1621220546.0;17 May 2021 at 11:02:26am PDT;16.0;38.0
3531;Mobile;Xiaomi Mi Note 10 Pro - 256GB-Midnight black (8GB RAM is without simlock Dual ;0.88;247.28;10 days;1620182130.0;5 May 2021 at 10:35:30am PDT;16.0;46.0
1887;Mobile;OnePlus 7 Pro - 256GB - Nebula Blue (12GB RAM) (Unlocked) (Dual SIM);179.0;410.0;7 days;1620189590.0;5 May 2021 at 12:39:50pm PDT;21.0;36.0
1049;Mobile;APPLE SILVER 11 PRO IPHONE 256gb AT&T LOCKED CLEAN NO SCRATCHES NO DENTS;300.0;650.0;7 days;1621558748.0;21 May 2021 at 8:59:08am PDT;16.0;25.0
2768;Mobile;Apple iPhone 12 Pro Max - 512GB - Graphite (Unlocked);0.01;1100.0;3 days;1620172228.0;5 May 2021 at 7:50:28pm PDT;23.0;42.0
2276;Mobile;Apple iPhone 7+ - 128GB - Gold (Unlocked) (Read Description) BH1266;1.0;222.5;1 day;1619238150.0;24 Apr 2021 at 12:22:30pm PDT;19.0;78.0
4054;Game;The Legend of Zelda Sealed NES Nintendo VGA Wata ready Spanish Vision;0.88;1192.4;10 days;1621978554.0;26 May 2021 at 5:35:54am PDT;21.0;55.0
2108;Mobile;Bulk of 3 Apple iPhone 6 - Space Gray (AT&T) A1549 (GSM);0.01;170.0;5 days;1620349862.0;7 May 2021 at 9:11:02pm PDT;29.0;66.0
2423;Mobile;LG V60 ThinQ V600 128GB 5G Verizon Wireless Unlocked Smartphone Cell White X320;0.01;212.5;3 days;1621226315.0;17 May 2021 at 12:38:35pm PDT;17.0;37.0
2593;Mobile;Apple iPhone XS Max - 256GB-Silver (without Simlock) A2101 (GSM) Top Condition;0.88;352.9768;7 days;1619306521.0;25 Apr 2021 at 7:22:01am PDT;16.0;39.0
3708;Mobile;APPLE IPHONE 11 PRO MAX 64 GB MIDNIGHT GREEN;90.0;631.0;3 days;1620703709.0;11 May 2021 at 11:28:29am PDT;23.0;46.0
2041;Mobile;Google Pixel 3 XL - 64GB - Just Black (Unlocked) (CA);1.2671999999999999;248.96;7 days;1619839844.0;1 May 2021 at 11:30:44am PDT;23.0;46.0
1695;Mobile;Apple iPhone 8 - 64GB-Silver (without Simlock) A1905 (GSM);0.88;145.2;7 days;1619896365.0;2 May 2021 at 3:12:45am PDT;17.0;35.0
3895;Mobile;Apple iPhone X - 256GB - Space Grey (Unlocked) A1901 (GSM);0.7425;210.645;7 days;1620159510.0;5 May 2021 at 4:18:30am PDT;17.0;39.0
2618;Mobile;Samsung Galaxy S21 Ultra 5G SM-G998B/DS 512gb 12GB Dual SIM unlocked gsm global ;551.0;1500.0;7 days;1619486321.0;27 Apr 2021 at 9:18:41pm PDT;16.0;32.0
4032;Game;Nintendo Gamecube Eternal Darkness Sanity���s Requiem Brand New Factory Sealed NIB;0.01;255.0;5 days;1620769790.0;12 May 2021 at 5:49:50pm PDT;22.0;54.0
2361;Game;Nintendo Switch Mario Kart 8 Deluxe Video Game;0.7425;23.25;7 days;1620407303.0;8 May 2021 at 1:08:23pm PDT;17.0;25.0
3243;Mobile;Apple iPhone XS Max - 256GB - Gold (Unlocked) A2101 (GSM);0.7425;240.0;7 days;1621995779.0;26 May 2021 at 10:22:59am PDT;17.0;33.0
2167;Mobile;Apple iPhone 11 - 64GB-Black (without Simlock) A2221 (CDMA + GSM);61.6;330.88;1 day;1621138238.0;16 May 2021 at 12:10:38pm PDT;19.0;55.0
